#NOTES: 
#All Castle doors and gates are found in the castledoor.sql
#All thrones and signs are found in the staticobject.csv
#To make a door unlockable through the unlock skill, add true to the end of the string
#Table Description:
#name;static_object_id;posx;posy;posz;pos_minx;pos_miny;pos_minz;pos_maxx;pos_maxy;pos_maxz;hp;physical_defence;magic_defence;unlockable

# Aden - Clan Halls
# Goddard - Clan Halls
goddard_clanhall_001;24160001;146438;-55458;-2792;0;0;0;0;0;0;158250;644;518;False
goddard_clanhall_002;24160002;146449;-55547;-2792;0;0;0;0;0;0;158250;644;518;False
goddard_clanhall_003;24160003;147071;-56472;-2792;0;0;0;0;0;0;158250;644;518;False
goddard_clanhall_004;24160004;147151;-56514;-2792;0;0;0;0;0;0;158250;644;518;False
goddard_clanhall_005;24160005;148262;-56520;-2792;0;0;0;0;0;0;158250;644;518;False
goddard_clanhall_006;24160006;148342;-56478;-2792;0;0;0;0;0;0;158250;644;518;False
goddard_clanhall_007;24160007;148971;-55557;-2792;0;0;0;0;0;0;158250;644;518;False
goddard_clanhall_008;24160008;148982;-55468;-2792;0;0;0;0;0;0;158250;644;518;False

# Forges of the God
godad_DCDoor_001;24210004;190917;-115528;-1519;0;0;0;0;0;0;158250;644;518;False
godad_DCDoor1F_002a;24210005;189479;-108511;-952;0;0;0;0;0;0;158250;644;518;False
godad_DCDoor2F_003a;24210006;191458;-108107;-955;0;0;0;0;0;0;158250;644;518;False

#Border Outpost
borderoutpost_Door_001a;23170001;114044;-17952;-1748;0;0;0;0;0;0;158250;644;518;False
borderoutpost_Door_002;24170001;157981;-25122;-1195;0;0;0;0;0;0;158250;644;518;False

# Giran - Clan Halls
giran_clanhall_001;22220012;83618;145281;-3360;0;0;0;0;0;0;158250;644;518;False
giran_clanhall_002;22220011;83618;145382;-3360;0;0;0;0;0;0;158250;644;518;False
giran_clanhall_003;22220009;81831;145368;-3489;0;0;0;0;0;0;158250;644;518;False
giran_clanhall_004;22220010;81831;145267;-3489;0;0;0;0;0;0;158250;644;518;False
giran_clanhall_005;22220008;78521;148327;-3553;0;0;0;0;0;0;158250;644;518;False
giran_clanhall_006;22220007;78622;148327;-3553;0;0;0;0;0;0;158250;644;518;False
giran_clanhall_007;22220005;81196;151657;-3490;0;0;0;0;0;0;158250;644;518;False
giran_clanhall_008;22220006;81196;151556;-3490;0;0;0;0;0;0;158250;644;518;False
giran_clanhall_009;22220003;81873;151943;-3488;0;0;0;0;0;0;126600;644;518;False
giran_clanhall_010;22220004;81873;151842;-3488;0;0;0;0;0;0;126600;644;518;False

#Godad Elmore
godad_ElmoreDoor_001;24140007;140702;-123836;-1931;0;0;0;0;0;0;158250;644;518;False
godad_ElmoreDoor_002;24140008;140721;-123934;-1931;0;0;0;0;0;0;158250;644;518;False
godad_ElmoreDoor_003;24140003;141148;-124309;-1894;0;0;0;0;0;0;158250;644;518;False
godad_ElmoreDoor_004;24140005;141280;-124737;-1894;0;0;0;0;0;0;158250;644;518;False
godad_ElmoreDoor_005;24140006;141230;-124812;-1894;0;0;0;0;0;0;158250;644;518;False
godad_ElmoreDoor_006;24140004;141223;-124359;-1894;0;0;0;0;0;0;158250;644;518;False
godad_ElmoreDoor_007;24140001;140727;-124476;-1894;0;0;0;0;0;0;158250;644;518;False
godad_ElmoreDoor_008;24140002;140777;-124401;-1894;0;0;0;0;0;0;158250;644;518;False

#Schuttgart clan hall doors
schuttgart_clan_hall_1;22130017;86119;-143216;-1325;0;0;0;0;0;0;158250;644;518;False
schuttgart_clan_hall_2;22130018;86124;-143169;-1325;0;0;0;0;0;0;158250;644;518;False
schuttgart_clan_hall_3;22130020;86755;-142227;-1325;0;0;0;0;0;0;158250;644;518;False
schuttgart_clan_hall_4;22130019;86797;-142207;-1325;0;0;0;0;0;0;158250;644;518;False
schuttgart_clan_hall_5;22130022;87970;-142235;-1325;0;0;0;0;0;0;158250;644;518;False
schuttgart_clan_hall_6;22130021;87934;-142214;-1325;0;0;0;0;0;0;158250;644;518;False
schuttgart_clan_hall_7;22130024;88611;-143182;-1325;0;0;0;0;0;0;158250;644;518;False
schuttgart_clan_hall_8;22130023;88618;-143224;-1325;0;0;0;0;0;0;158250;644;518;False

#Rune clan hall doors
rune_clan_hall_1;21160002;37701;-50416;899;0;0;0;0;0;0;158250;644;518;False
rune_clan_hall_2;21160001;37748;-50417;899;0;0;0;0;0;0;158250;644;518;False
rune_clan_hall_3;21160004;38538;-50126;898;0;0;0;0;0;0;158250;644;518;False
rune_clan_hall_4;21160003;38580;-50107;899;0;0;0;0;0;0;158250;644;518;False
rune_clan_hall_5;21160006;39116;-49513;899;0;0;0;0;0;0;158250;644;518;False
rune_clan_hall_6;21160005;39141;-49474;899;0;0;0;0;0;0;158250;644;518;False
rune_clan_hall_7;21160008;39326;-48267;895;0;0;0;0;0;0;158250;644;518;False
rune_clan_hall_8;21160007;39328;-48225;897;0;0;0;0;0;0;158250;644;518;False
rune_clan_hall_9;21160010;39148;-47009;899;0;0;0;0;0;0;158250;644;518;False
rune_clan_hall_10;21160009;39130;-46972;899;0;0;0;0;0;0;158250;644;518;False
rune_clan_hall_11;21160012;38600;-46378;899;0;0;0;0;0;0;158250;644;518;False
rune_clan_hall_12;21160011;38559;-46356;899;0;0;0;0;0;0;158250;644;518;False
rune_clan_hall_13;21160014;37766;-46060;899;0;0;0;0;0;0;158250;644;518;False
rune_clan_hall_14;21160013;37718;-46058;899;0;0;0;0;0;0;158250;644;518;False

# Unknown - skeleton's contrib 
H_Door_MV_219;570622981;17616;145184;-3025;0;0;0;0;0;0;158250;644;518;False
H_Door_MV_220;570622981;18872;143278;-2998;0;0;0;0;0;0;158250;644;518;False
H_Door_MV_221;570622981;18879;143353;-2998;0;0;0;0;0;0;158250;644;518;False
H_Door_MV_222;570622981;20118;145994;-3099;0;0;0;0;0;0;158250;644;518;False


Chapel_Door001;19160010;-16148;-44158;-10725;0;0;0;0;0;0;158250;644;518;False
Chapel_Door002;19160011;-16582;-44156;-10725;0;0;0;0;0;0;158250;644;518;False
Temple_Gate;19160001;-16369;-36806;-10725;0;0;0;0;0;0;158250;644;518;False
Anteroom_Door001;19160006;-17855;-42547;-10725;0;0;0;0;0;0;158250;644;518;False
Anteroom_Door002;19160005;-14867;-42518;-10725;0;0;0;0;0;0;158250;644;518;False
Anteroom_Door003;19160002;-14868;-38977;-10725;0;0;0;0;0;0;158250;644;518;False
Anteroom_Door004;19160009;-17872;-38967;-10725;0;0;0;0;0;0;158250;644;518;False
Anteroom_Door005;19160008;-18140;-39825;-10725;0;0;0;0;0;0;158250;644;518;False
Anteroom_Door006;19160007;-18140;-41692;-10725;0;0;0;0;0;0;158250;644;518;False
Anteroom_Door007;19160003;-14595;-39831;-10725;0;0;0;0;0;0;158250;644;518;False
Anteroom_Door008;19160004;-14618;-41675;-10725;0;0;0;0;0;0;158250;644;518;False
Altar_Entrance001;19160014;-14829;-54967;-10603;0;0;0;0;0;0;158250;644;518;False
Altar_Entrance002;19160015;-17959;-54973;-10603;0;0;0;0;0;0;158250;644;518;False
Door_of_Darkness001;19160012;-14513;-52490;-11013;0;0;0;0;0;0;158250;644;518;False
Door_of_Darkness002;19160013;-18278;-52474;-11013;0;0;0;0;0;0;158250;644;518;False
Altar_Entrance001;19160017;-17420;-54835;-10449;0;0;0;0;0;0;158250;644;518;False
Altar_Entrance002;19160016;-15362;-54835;-10449;0;0;0;0;0;0;158250;644;518;False
#========================================
Wild_beast_reserve_Door001;21150002;59922;-94221;-1350;0;0;0;0;0;0;158250;644;518;False
Wild_beast_reserve_Door002;21150001;59974;-94123;-1350;0;0;0;0;0;0;158250;644;518;False
Wild_beast_reserve_Gate001;21150003;55320;-93265;-1360;0;0;0;0;0;0;158250;644;518;False
Wild_beast_reserve_Gate002;21150004;55260;-93052;-1360;0;0;0;0;0;0;158250;644;518;False
Wild_beast_reserve_Fence001;21150005;58474;-93976;-1360;0;0;0;0;0;0;158250;644;518;False
Wild_beast_reserve_Fence002;21150006;56858;-93648;-1364;0;0;0;0;0;0;158250;644;518;False
Wild_beast_reserve_Fence003;21150007;56634;-91988;-1360;0;0;0;0;0;0;158250;644;518;False
Wild_beast_reserve_Fence004;21150008;58167;-91263;-1360;0;0;0;0;0;0;158250;644;518;False
Wild_beast_reserve_Fence005;21150009;59303;-92530;-1360;0;0;0;0;0;0;158250;644;518;False
#===================================
Fortress_of_the_Dead_Outer_Gate001;21170002;58053;-29474;568;0;0;0;0;0;0;158250;644;518;False
Fortress_of_the_Dead_Outer_Gate002;21170001;57862;-19464;568;0;0;0;0;0;0;158250;644;518;False
Fortress_of_the_Dead_Door001;21170003;56991;-27197;578;0;0;0;0;0;0;158250;644;518;False
Fortress_of_the_Dead_Door002;21170004;56991;-27307;578;0;0;0;0;0;0;158250;644;518;False
Fortress_of_the_Dead_Door003;21170006;57910;-26384;592;0;0;0;0;0;0;158250;644;518;False
Fortress_of_the_Dead_Door004;21170005;58016;-26390;592;0;0;0;0;0;0;158250;644;518;False
#================================================
Ice_Wall001;23140001;115272;-125752;-3458;0;0;0;0;0;0;158250;644;518;False
Ice_Wall002;23140002;113934;-126025;-3457;0;0;0;0;0;0;158250;644;518;False
Secret_Door001;23150001;110714;-81562;-1589;0;0;0;0;0;0;158250;644;518;False
Secret_Door002;23150002;114877;-71466;-549;0;0;0;0;0;0;158250;644;518;False
Gate_of_Splendor001;23150003;112690;-78084;59;0;0;0;0;0;0;158250;644;518;False
Gate_of_Splendor002;23150004;112910;-78084;59;0;0;0;0;0;0;158250;644;518;False
Mausoleum_Gate001;25150045;174070;-83383;-5108;0;0;0;0;0;0;158250;644;518;False
Gate_of_Errors001;25150051;173065;-76042;-5108;0;0;0;0;0;0;158250;644;518;False
#Gate_of_Errors1;25150059
Mausoleum_Gate001;25150043;174064;-80218;-5108;0;0;0;0;0;0;158250;644;518;False
Mausoleum_Gate002;25150042;174072;-77640;-5108;0;0;0;0;0;0;158250;644;518;False
Gate_of_Errors002;25150052;173438;-76678;-5108;0;0;0;0;0;0;158250;644;518;False
Gate_of_Errors003;25150053;174085;-76961;-5108;0;0;0;0;0;0;158250;644;518;False
Gate_of_Errors004;25150054;174763;-76694;-5108;0;0;0;0;0;0;158250;644;518;False
Gate_of_Errors005;25150055;175030;-76039;-5108;0;0;0;0;0;0;158250;644;518;False
Gate_of_Errors006;25150056;174776;-75372;-5108;0;0;0;0;0;0;158250;644;518;False
Gate_of_Errors007;25150057;174111;-75101;-5108;0;0;0;0;0;0;158250;644;518;False
Gate_of_Errors008;25150058;173451;-75355;-5108;0;0;0;0;0;0;158250;644;518;False
#Gate_of_Errors0;25150060
Mausoleum_Gate003;25150046;174246;-86036;-5108;0;0;0;0;0;0;158250;644;518;False
Gate_of_Errors;25150066;173679;-80553;-5108;0;0;0;0;0;0;158250;644;518;False
Gate_of_Errors;25150067;173576;-81065;-5108;0;0;0;0;0;0;158250;644;518;False
Gate_of_Errors;25150068;173406;-81771;-5108;0;0;0;0;0;0;158250;644;518;False
Gate_of_Errors;25150069;173530;-82434;-5108;0;0;0;0;0;0;158250;644;518;False
Gate_of_Errors;25150070;173668;-83011;-5108;0;0;0;0;0;0;158250;644;518;False
Gate_of_Errors;25150061;174463;-83048;-5108;0;0;0;0;0;0;158250;644;518;False
Gate_of_Errors;25150062;174591;-82474;-5108;0;0;0;0;0;0;158250;644;518;False
Gate_of_Errors;25150063;174735;-81819;-5108;0;0;0;0;0;0;158250;644;518;False
Gate_of_Errors;25150064;174613;-81138;-5108;0;0;0;0;0;0;158250;644;518;False
Gate_of_Errors;25150065;174464;-80564;-5108;0;0;0;0;0;0;158250;644;518;False

#All Fort Post's Interlude!

#Gate_of_Fort_Out_post1

Gate_of_fort_001;23170001;112351;-16980;-997;0;0;0;0;0;0;158250;644;518;False
Gate_of_fort_002;23170002;109789;-15915;-968;0;0;0;0;0;0;158250;644;518;False
Gate_of_fort_003;23170003;109940;-15912;-968;0;0;0;0;0;0;158250;644;518;False
Gate_of_fort_004;23170004;111295;-15745;-995;0;0;0;0;0;0;158250;644;518;False
Gate_of_fort_005;23170005;111434;-15751;-995;0;0;0;0;0;0;158250;644;518;False
Gate_of_fort_006;23170006;109581;-14427;-997;0;0;0;0;0;0;158250;644;518;False
Gate_of_fort_007;23170007;109570;-14279;-997;0;0;0;0;0;0;158250;644;518;False
Gate_of_fort_008;23170008;111299;-14561;-995;0;0;0;0;0;0;158250;644;518;False
Gate_of_fort_009;23170009;111439;-14552;-995;0;0;0;0;0;0;158250;644;518;False
Gate_of_fort_010;23170010;113495;-14827;-960;0;0;0;0;0;0;158250;644;518;False
Gate_of_fort_011;23170011;113496;-14675;-960;0;0;0;0;0;0;158250;644;518;False
Gate_of_fort_012;23170012;110343;-13547;-997;0;0;0;0;0;0;158250;644;518;False

#Gate_of_Fort_dwarf

Gate_of_fort_013;23130001;107480;-140527;-2960;0;0;0;0;0;0;158250;644;518;False
Gate_of_fort_014;23130002;108904;-141115;-2957;0;0;0;0;0;0;158250;644;518;False
Gate_of_fort_015;23130003;108933;-140978;-2957;0;0;0;0;0;0;158250;644;518;False
Gate_of_fort_016;23130004;110035;-141466;-2957;0;0;0;0;0;0;158250;644;518;False
Gate_of_fort_017;23130005;110082;-141331;-2957;0;0;0;0;0;0;158250;644;518;False
Gate_of_fort_018;23130006;111436;-141717;-2961;0;0;0;0;0;0;158250;644;518;False
Gate_of_fort_019;23130007;110210;-139992;-2931;0;0;0;0;0;0;158250;644;518;False
Gate_of_fort_020;23130008;110245;-139863;-2931;0;0;0;0;0;0;158250;644;518;False

#Gate_of_Fort_Valley_of_Silence

Gate_of_fort_021;22150001;72495;-96497;-1431;0;0;0;0;0;0;158250;644;518;False
Gate_of_fort_022;22150002;71877;-95295;-1428;0;0;0;0;0;0;158250;644;518;False
Gate_of_fort_023;22150003;71991;-95347;-1428;0;0;0;0;0;0;158250;644;518;False
Gate_of_fort_024;22150004;70849;-94266;-1401;0;0;0;0;0;0;158250;644;518;False
Gate_of_fort_025;22150005;70906;-94139;-1401;0;0;0;0;0;0;158250;644;518;False
Gate_of_fort_026;22150006;72335;-94184;-1428;0;0;0;0;0;0;158250;644;518;False
Gate_of_fort_027;22150007;72457;-94244;-1428;0;0;0;0;0;0;158250;644;518;False
Gate_of_fort_028;22150008;71786;-92914;-1431;0;0;0;0;0;0;158250;644;518;False

#Gate_of_Fort_Swamp_of_Screams1

Gate_of_fort_029;22160001;68833;-63561;-2788;0;0;0;0;0;0;158250;644;518;False
Gate_of_fort_030;22160002;68648;-62604;-2786;0;0;0;0;0;0;158250;644;518;False
Gate_of_fort_031;22160003;68697;-62465;-2786;0;0;0;0;0;0;158250;644;518;False
Gate_of_fort_032;22160004;69539;-61954;-2788;0;0;0;0;0;0;158250;644;518;False
Gate_of_fort_033;22160005;69661;-62014;-2788;0;0;0;0;0;0;158250;644;518;False
Gate_of_fort_034;22160006;67852;-61152;-2751;0;0;0;0;0;0;158250;644;518;False
Gate_of_fort_035;22160007;67995;-61201;-2751;0;0;0;0;0;0;158250;644;518;False
Gate_of_fort_036;22160008;70007;-60848;-2786;0;0;0;0;0;0;158250;644;518;False
Gate_of_fort_037;22160009;70130;-60904;-2786;0;0;0;0;0;0;158250;644;518;False
Gate_of_fort_038;22160010;71445;-61691;-2759;0;0;0;0;0;0;158250;644;518;False
Gate_of_fort_039;22160011;71576;-61744;-2759;0;0;0;0;0;0;158250;644;518;False
Gate_of_fort_040;22160012;70691;-59115;-2788;0;0;0;0;0;0;158250;644;518;False

#Gate_of_Fort_Swamp_of_Screams2

Gate_of_fort_041;23160001;99138;-56376;-647;0;0;0;0;0;0;158250;644;518;False
